Gene	Protein	Uniprot id	Pfam ID	Start End domain	Part of evolutionary analysis	classification (Fig 1C)
ENSG00000133243	ENSP00000255608	Q9BX70	PF00651;PF07707;PF08005	107-217;222-329;375-524	1	Viral-binding non-PRDs
ENSG00000154864	ENSP00000501957	A0A2H4UKA7	PF12166;PF15917	2453-2862;1391-1658	1	Non-PRD proteins
ENSG00000172322	ENSP00000347916	Q5QGZ9	PF00059	150-250	0	Viral-binding non-PRDs
ENSG00000105298	ENSP00000248420	Q8WUQ7	PF09732;PF10312	634-758;270-457	1	Viral-binding non-PRDs
ENSG00000105819	ENSP00000390035	G3V0E4	PF00675;PF05193	68-215;220-404	1	viral-binding PRDs
ENSG00000128422	ENSP00000308452	Q04695	PF00038	83-394	0	Non-PRD proteins
ENSG00000114757	ENSP00000419975	Q8IYB4	PF13181;PF13181;PF13432	360-393;542-575;487-540	1	Non-PRD proteins
ENSG00000166523	ENSP00000299663	Q9ULY5	PF00059	97-207	0	Non-PRD proteins
ENSG00000065325	ENSP00000262441	O95838	PF00002;PF02793	175-432;93-162	1	Non-PRD proteins
ENSG00000256374	ENSP00000439444	F5H284	PF00160	7-163	0	Non-PRD proteins
ENSG00000114861	ENSP00000496932	A0A3B3IRS5	PF00250;PF16159	462-543;301-369	0	Viral-binding non-PRDs
ENSG00000042286	ENSP00000362345	Q9BRQ8	PF07992	12-302	1	Viral-binding non-PRDs
ENSG00000156049	ENSP00000365807	O95837	PF00503	11-344	0	Non-PRD proteins
ENSG00000175879	ENSP00000315949	P13378	PF00046	198-254	0	viral-binding PRDs
ENSG00000107593	ENSP00000325296	Q9P0L9	PF08016;PF18109	145-567;702-736	1	Non-PRD proteins
ENSG00000163521	ENSP00000295759	Q6UWU2	PF01301	38-355	1	Non-PRD proteins
ENSG00000100304	ENSP00000216129	Q14166	PF03133	346-642	1	Non-PRD proteins
ENSG00000003400	ENSP00000286186	Q92851	PF01335;PF01335;PF00656	20-101;115-191;284-498	0	viral-binding PRDs
ENSG00000156482	ENSP00000428085	P62888	PF01248	12-106	0	Viral-binding non-PRDs
ENSG00000185022	ENSP00000384094	Q9ULX9	PF03131	24-115	0	Non-PRD proteins
ENSG00000100288	ENSP00000384400	Q9Y259	PF01633	97-308	0	Non-PRD proteins
ENSG00000204880	ENSP00000328444	Q9BYQ9	PF13885;PF13885;PF13885;PF13885;PF13885	34-78;45-93;79-123;109-160;150-185	0	Non-PRD proteins
ENSG00000119686	ENSP00000238667	Q9UPI3	PF07690	87-454	0	Non-PRD proteins
ENSG00000065485	ENSP00000323313	Q14554	PF00085;PF00085;PF00085	153-258;277-381;398-503	1	Viral-binding non-PRDs
ENSG00000189195	ENSP00000490161	A0A1B0GUL6	PF00651;PF00651;PF15363	48-140;197-304;1749-1792	0	Non-PRD proteins
ENSG00000174970	ENSP00000493281	A0A2U3TZR9	PF13853	42-319	0	Non-PRD proteins
ENSG00000141391	ENSP00000465996	K7ELB4	PF04707	36-181	0	Non-PRD proteins
ENSG00000143751	ENSP00000272091	Q6IQ49	PF13019;PF13297	42-166;385-444	1	Non-PRD proteins
ENSG00000101940	ENSP00000365919	Q9H1Z4	PF00400;PF00400	207-244;444-481	0	viral-binding PRDs
ENSG00000165304	ENSP00000298048	Q14680	PF00069;PF02149	11-263;607-651	1	viral-binding PRDs
ENSG00000119408	ENSP00000377749	Q9HC98	PF00069	45-308	1	PRD proteins
ENSG00000135686	ENSP00000456743	Q8N4N3	PF07707;PF00651;PF01344;PF01344;PF01344;PF01344	148-250;36-143;334-384;386-431;483-533;535-582	1	PRD proteins
ENSG00000131730	ENSP00000254035	P17540	PF00217;PF02807	187-401;58-128	1	Non-PRD proteins
ENSG00000019169	ENSP00000318916	Q9UEW3	PF00530;PF01391;PF01391	427-519;140-205;361-423	0	Viral-binding non-PRDs
ENSG00000156239	ENSP00000303584	Q9Y5N5	PF05175	16-140	1	Non-PRD proteins
ENSG00000197859	ENSP00000376781	B1B0D4	PF19030;PF19030;PF19030;PF19030;PF00090;PF05986;PF08686	735-794;850-903;907-963;966-1016;160-214;323-440;1025-1056	1	Non-PRD proteins
ENSG00000214265	ENSP00000451421	A0A024R0T6	PF07192	2-70	0	Non-PRD proteins
ENSG00000175985	ENSP00000317175	A6NEE1	PF00169	29-136	1	Non-PRD proteins
ENSG00000162063	ENSP00000380256	P41002	PF00134;PF02984;PF00646	281-406;408-531;30-72	1	PRD proteins
ENSG00000124575	ENSP00000244534	P16402	PF00538	38-109	0	Viral-binding non-PRDs
ENSG00000011347	ENSP00000439694	O43581	PF00168;PF00168	150-257;281-399	1	Non-PRD proteins
ENSG00000275172	ENSP00000484541	A0A0G2JNI5	PF00047;PF00047	32-110;227-307	0	Non-PRD proteins
ENSG00000063245	ENSP00000406209	Q9Y6I3	PF01417	17-140	0	Viral-binding non-PRDs
ENSG00000278728	ENSP00000488754	A0A0J9YYA0	PF02210	52-184	0	Non-PRD proteins
ENSG00000204371	ENSP00000379078	A2ABF9	PF00856;PF05033;PF12796;PF12796;PF12796	1106-1212;983-1087;711-805;798-872;873-938	0	Non-PRD proteins
ENSG00000169218	ENSP00000383846	Q2MKA7	PF15913;PF00090	40-142;151-206	1	Non-PRD proteins
ENSG00000047410	ENSP00000356448	P12270	PF07926	1038-1166	1	Viral-binding non-PRDs
ENSG00000100603	ENSP00000451129	G3V3A4	PF02731	175-335	1	Viral-binding non-PRDs
ENSG00000100814	ENSP00000409896	Q9NPC3	PF14634	9-53	0	Non-PRD proteins
ENSG00000269096	ENSP00000471571	Q8NHU0	PF15300	121-183	0	Non-PRD proteins
ENSG00000180398	ENSP00000402717	Q8NI22	PF13499	69-146	0	viral-binding PRDs
ENSG00000134198	ENSP00000358529	O60636	PF00335	11-213	1	Non-PRD proteins
ENSG00000140995	ENSP00000268676	Q6ZN54	PF00130;PF13901	200-253;295-497	1	Non-PRD proteins
ENSG00000112242	ENSP00000262904	O00716	PF02319;PF16421	179-243;259-352	1	Viral-binding non-PRDs
ENSG00000140943	ENSP00000344223	Q14703	PF00082	209-464	1	viral-binding PRDs
ENSG00000145868	ENSP00000342023	Q6PIJ6	PF00646	29-66	1	Non-PRD proteins
ENSG00000113384	ENSP00000265070	Q9H4A6	PF05719	62-288	0	Viral-binding non-PRDs
ENSG00000196177	ENSP00000357873	P45954	PF00441;PF02771;PF02770	280-428;58-170;173-268	0	Viral-binding non-PRDs
ENSG00000168386	ENSP00000346560	Q4L180	PF09727	63-248	0	Viral-binding non-PRDs
ENSG00000137274	ENSP00000369739	Q86WA6	PF00561	61-195	1	Viral-binding non-PRDs
ENSG00000175764	ENSP00000321346	Q8NHH1	PF03133	263-572	0	Non-PRD proteins
ENSG00000179256	ENSP00000381895	A2RU48	PF15047	14-221	0	Non-PRD proteins
ENSG00000159496	ENSP00000402142	E7EPT8	PF00617	222-421	0	Non-PRD proteins
ENSG00000102904	ENSP00000457241	B4DXD0	PF15739	106-217	0	Viral-binding non-PRDs
ENSG00000172901	ENSP00000350541	Q6Q4G3	PF01433;PF11838;PF17900	343-570;647-970;103-307	1	Non-PRD proteins
ENSG00000145012	ENSP00000478901	Q93052	PF00412;PF00412;PF00412	416-473;476-532;536-600	1	Viral-binding non-PRDs
ENSG00000006042	ENSP00000463245	Q9Y2Y6	PF13324	41-170	1	Non-PRD proteins
ENSG00000124232	ENSP00000341243	Q9UBG7	PF09270;PF09271	234-359;69-206	1	PRD proteins
ENSG00000275624	ENSP00000488472	F5H7C1	PF15240;PF15240	1-134;257-346	0	Non-PRD proteins
ENSG00000167969	ENSP00000301729	P42126	PF00378	52-301	0	Non-PRD proteins
ENSG00000158234	ENSP00000342805	Q9NVQ4	PF06905	2-177	0	Non-PRD proteins
ENSG00000135457	ENSP00000257915	Q12800	PF18016;PF04516	319-382;44-260	0	Viral-binding non-PRDs
ENSG00000169508	ENSP00000365596	P32249	PF00001	48-308	0	Non-PRD proteins
ENSG00000183317	ENSP00000397746	J3KQG3	PF00536;PF07714;PF01404;PF14575;PF00041;PF00041	932-995;645-900;36-211;567-642;339-436;458-537	0	PRD proteins
ENSG00000198521	ENSP00000350085	A0A087WSW2	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	295-317;323-345;351-373;379-401;407-429;435-457;463-485;491-513;519-541;547-569;575-597;603-625;631-653;659-681;687-709;715-737;743-765;771-793;12-53	0	Non-PRD proteins
ENSG00000162891	ENSP00000356063	Q9NYY1	PF00726	20-175	0	Non-PRD proteins
ENSG00000184659	ENSP00000366630	Q8WXT5	PF00250	107-193	0	Non-PRD proteins
ENSG00000129911	ENSP00000250916	Q9BXK1	PF00096;PF00096;PF00096	127-151;157-181;187-209	0	Non-PRD proteins
ENSG00000213185	ENSP00000357894	Q8N5W8	PF15193	22-94	0	Non-PRD proteins
ENSG00000136451	ENSP00000462337	Q14119	PF00096;PF00096;PF00096;PF13894	74-96;174-196;261-283;202-225	1	Non-PRD proteins
ENSG00000112038	ENSP00000394624	P35372	PF00001	87-338	1	Viral-binding non-PRDs
ENSG00000118960	ENSP00000305193	Q53T59	PF00787	57-138	1	Non-PRD proteins
ENSG00000204532	ENSP00000435234	A6NGD5	PF02023;PF12874;PF00096;PF00096;PF00096	40-127;412-435;356-378;440-462;468-490	0	Non-PRD proteins
ENSG00000171368	ENSP00000353785	O94811	PF05517	52-207	1	Non-PRD proteins
ENSG00000110203	ENSP00000481114	P41439	PF03024	36-211	0	Non-PRD proteins
ENSG00000136802	ENSP00000361680	Q8IWT6	PF13855;PF13855;PF13855;PF12534	591-651;659-706;708-766;1-340	0	Viral-binding non-PRDs
ENSG00000121749	ENSP00000448182	Q8TC07	PF12068;PF00566	10-211;349-578	1	Viral-binding non-PRDs
ENSG00000018869	ENSP00000465619	Q96NG8	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	199-221;227-249;255-277;283-305;311-333;339-361;367-389;395-417;423-445;7-46	0	Non-PRD proteins
ENSG00000165699	ENSP00000496263	Q92574	PF04388	7-719	0	Viral-binding non-PRDs
ENSG00000160111	ENSP00000498697	A0A494C0S9	PF12248;PF07648;PF07678;PF01835;PF00207;PF07703;PF17791;PF07677;PF17789	1031-1133;1756-1796;1167-1476;176-268;797-888;502-673;270-349;1616-1706;397-478	0	Non-PRD proteins
ENSG00000118181	ENSP00000435096	P62851	PF03297	4-112	0	Viral-binding non-PRDs
ENSG00000071894	ENSP00000478145	Q10570	PF03178;PF10433	1073-1409;92-686	0	Viral-binding non-PRDs
ENSG00000168505	ENSP00000302251	P52951	PF00046	248-304	1	PRD proteins
ENSG00000276145	ENSP00000479824	B6A8C7	PF13895	28-118	0	Non-PRD proteins
ENSG00000138180	ENSP00000360540	Q53EZ4	PF12180	171-204	0	viral-binding PRDs
ENSG00000175854	ENSP00000476650	V9GYD7	PF07061	94-169	0	Non-PRD proteins
ENSG00000232382	ENSP00000373193	Q8NHB7	PF13853	31-308	0	Non-PRD proteins
ENSG00000196981	ENSP00000330381	Q86VZ2	PF00400;PF00400;PF00400;PF00400;PF00400	32-68;73-111;115-153;157-195;287-327	0	PRD proteins
ENSG00000099958	ENSP00000384744	Q96Q80	PF04511	13-203	0	Non-PRD proteins
ENSG00000114378	ENSP00000378576	Q12794	PF01630	25-355	1	Non-PRD proteins
ENSG00000172006	ENSP00000321132	Q86TJ5	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	324-346;352-374;380-402;408-430;436-458;464-486;492-514;44-85	0	Non-PRD proteins
ENSG00000185963	ENSP00000349351	Q8TD16	PF09730	83-801	1	Viral-binding non-PRDs
ENSG00000152977	ENSP00000282928	Q15915	PF18366;PF00096;PF00096;PF00096	218-264;302-326;332-356;362-384	1	Non-PRD proteins
ENSG00000138653	ENSP00000264363	Q9H3R1	PF00685;PF12062	594-857;20-505	1	Non-PRD proteins
ENSG00000166106	ENSP00000299164	Q8TE58	PF01421;PF19030;PF19030;PF00090;PF01562;PF05986;PF17771	218-427;843-894;897-950;520-570;24-157;683-801;438-505	1	Non-PRD proteins
ENSG00000166526	ENSP00000415358	P17036	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	200-222;228-250;256-278;284-306;312-334;340-362;368-390;396-418;50-91	0	Non-PRD proteins
ENSG00000162631	ENSP00000359090	Q9Y2I2	PF00053;PF00053;PF00053;PF00055	297-343;364-417;420-467;50-295	1	Non-PRD proteins
ENSG00000212657	ENSP00000375147	A8MUX0	PF13885;PF13885;PF13885;PF13885;PF13885;PF13885;PF13885;PF13885;PF13885;PF13885	68-112;108-152;128-172;148-202;174-217;183-227;193-237;224-277;293-339;433-477	0	Non-PRD proteins
ENSG00000206422	ENSP00000372959	A6NM36	PF13855;PF13855	117-175;163-221	0	Non-PRD proteins
ENSG00000114416	ENSP00000350170	P51114	PF17904;PF00013;PF05641;PF18336;PF12235;PF12235;PF16096;PF16097	123-207;283-353;62-117;4-52;354-380;378-456;460-535;554-620	0	Viral-binding non-PRDs
ENSG00000085491	ENSP00000457733	Q6NUK1	PF13499;PF13499;PF00153;PF00153;PF00153	22-85;88-152;190-283;284-376;382-475	1	viral-binding PRDs
ENSG00000132603	ENSP00000254940	Q9Y221	PF03657;PF17833	96-175;2-83	0	Viral-binding non-PRDs
ENSG00000120662	ENSP00000368793	O75570	PF00472;PF03462	289-399;82-282	0	Viral-binding non-PRDs
ENSG00000110852	ENSP00000228438	Q92478	PF00059	52-146	0	Viral-binding non-PRDs
ENSG00000197576	ENSP00000479166	Q00056	PF00046	216-272	0	PRD proteins
ENSG00000171564	ENSP00000306099	P02675	PF00147;PF08702	237-487;91-234	1	Viral-binding non-PRDs
ENSG00000151917	ENSP00000359782	Q5SZJ8	PF10523	191-268	0	Non-PRD proteins
ENSG00000166192	ENSP00000446057	Q96LD8	PF02902	25-212	0	Non-PRD proteins
ENSG00000175077	ENSP00000311712	P59025	PF13695	87-197	0	Non-PRD proteins
ENSG00000214711	ENSP00000385247	A8MX76	PF00648;PF01067	44-334;355-491	0	Non-PRD proteins
ENSG00000084453	ENSP00000305974	P46721	PF07648;PF03137	440-486;21-597	0	Non-PRD proteins
ENSG00000102265	ENSP00000218388	P01033	PF00965	22-199	0	Non-PRD proteins
ENSG00000108561	ENSP00000225698	Q07021	PF02330	86-279	1	Viral-binding non-PRDs
ENSG00000090470	ENSP00000204549	Q8N8D1	PF16021	169-482	0	Non-PRD proteins
ENSG00000078687	ENSP00000489933	A0A1B0GU24	PF00627;PF10427;PF12938;PF16608	1148-1182;1021-1152;1235-1464;1473-1766	1	Non-PRD proteins
ENSG00000181610	ENSP00000320184	Q9Y3D9	PF10484	2-130	0	Viral-binding non-PRDs
ENSG00000164647	ENSP00000297205	Q9UHE8	PF01794	118-264	0	Non-PRD proteins
ENSG00000205155	ENSP00000222266	Q9NZ42	PF10251	7-99	0	Non-PRD proteins
ENSG00000181929	ENSP00000323867	P54619	PF00571;PF00571;PF00571	120-178;185-252;269-324	0	Non-PRD proteins
ENSG00000198963	ENSP00000379507	Q92753	PF00105;PF00104	19-88;259-443	1	PRD proteins
ENSG00000163536	ENSP00000397373	Q99574	PF00079	24-397	1	Non-PRD proteins
ENSG00000267795	ENSP00000482700	A0A4V7I672	PF15831	6-60	0	Non-PRD proteins
ENSG00000184408	ENSP00000333496	Q9NZV8	PF02214;PF00520;PF11601;PF11879	43-132;184-417;3-31;445-546	0	Non-PRD proteins
ENSG00000141428	ENSP00000465517	Q32NC0	PF15719	27-210	0	Non-PRD proteins
ENSG00000108932	ENSP00000462985	O15403	PF07690	31-437	1	Non-PRD proteins
ENSG00000116741	ENSP00000235382	P41220	PF00615	83-198	1	Non-PRD proteins
ENSG00000167264	ENSP00000455229	Q9NX74	PF01207;PF00035	15-342;370-433	0	Viral-binding non-PRDs
ENSG00000034152	ENSP00000345083	P46734	PF00069	64-325	0	viral-binding PRDs
ENSG00000160321	ENSP00000380315	O43345	PF13912;PF13912;PF13912;PF13912;PF13912;PF13912;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	229-251;341-363;665-687;721-743;833-855;1225-1247;257-279;286-307;313-335;425-447;497-519;525-547;581-603;609-631;637-659;693-715;777-799;805-827;945-967;1001-1023;1029-1051;1085-1107;1113-1135;3-44	0	Non-PRD proteins
ENSG00000181031	ENSP00000479485	Q9UNE2	PF02318	45-159	0	Non-PRD proteins
ENSG00000131477	ENSP00000466455	O60895	PF04901	65-173	1	Non-PRD proteins
ENSG00000173389	ENSP00000307958	Q8N6M8	PF00612;PF00612	71-89;125-145	0	Non-PRD proteins
ENSG00000164920	ENSP00000414657	Q8N2R0	PF00096;PF00096;PF00096;PF00096;PF00096	172-194;200-222;228-250;256-278;284-306	1	Non-PRD proteins
ENSG00000139998	ENSP00000494998	A0A2R8YFB8	PF00071	44-205	1	Viral-binding non-PRDs
ENSG00000166762	ENSP00000371180	F8W9H2	PF00520	113-358	0	Non-PRD proteins
ENSG00000113812	ENSP00000336842	Q9H981	PF00022	43-621	0	PRD proteins
ENSG00000196646	ENSP00000344162	P52737	PF13912;PF13912;PF13912;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352;PF13894	167-192;224-248;448-470;196-218;252-274;308-330;336-358;392-414;420-442;476-498;3-44;364-387	0	Non-PRD proteins
ENSG00000130812	ENSP00000467930	Q8NI99	PF00147	256-468	0	Non-PRD proteins
ENSG00000122512	ENSP00000265849	P54278	PF13589;PF01119;PF08676	33-161;248-363;676-822	0	Non-PRD proteins
ENSG00000120729	ENSP00000239926	A0A0C4DFM5	PF07679;PF07679	250-340;349-440	0	Non-PRD proteins
ENSG00000167104	ENSP00000344929	Q8NFQ5	PF01273;PF02886	22-184;262-452	0	Non-PRD proteins
ENSG00000178904	ENSP00000376081	Q6ZPD9	PF10034	55-712	1	Viral-binding non-PRDs
ENSG00000169683	ENSP00000306760	Q96CN5	PF13516;PF13516	84-107;145-165	0	Viral-binding non-PRDs
ENSG00000136141	ENSP00000374447	Q9Y2L9	PF13855;PF13855;PF13855;PF00307	103-155;166-223;211-268;576-692	1	Non-PRD proteins
ENSG00000203661	ENSP00000493066	Q6IEZ7	PF13853	35-312	0	Non-PRD proteins
ENSG00000185982	ENSP00000335382	Q7Z7B8	PF13841	23-53	0	Non-PRD proteins
ENSG00000130561	ENSP00000386444	P10523	PF00339;PF02752	26-184;203-364	1	Non-PRD proteins
ENSG00000163803	ENSP00000330442	Q6P1J6	PF00657;PF00657;PF00657	394-668;741-1015;1097-1362	0	Non-PRD proteins
ENSG00000077420	ENSP00000365411	Q7Z5R6	PF00788;PF00169	176-263;311-419	0	Viral-binding non-PRDs
ENSG00000033178	ENSP00000313454	A0AVT1	PF00899;PF00899;PF09358;PF10585;PF16191;PF16190	44-435;442-948;955-1043;631-884;294-362;224-293	1	PRD proteins
ENSG00000180879	ENSP00000359103	P51571	PF05404	11-172	0	Viral-binding non-PRDs
ENSG00000155265	ENSP00000359634	Q2TAP0	PF10256	20-133	1	Non-PRD proteins
ENSG00000164620	ENSP00000409443	Q8NC24	PF12606	16-57	1	Viral-binding non-PRDs
ENSG00000158042	ENSP00000288937	Q9NRX2	PF01196	28-125	0	Viral-binding non-PRDs
ENSG00000276387	ENSP00000481519	A0A0G2JNJ6	PF00047;PF00047	32-115;132-213	0	Non-PRD proteins
ENSG00000249319	ENSP00000396527	H7C0S8	PF03874;PF00206;PF14698	195-307;1-76;139-210	0	Non-PRD proteins
ENSG00000167513	ENSP00000301019	Q9H211	PF16679;PF08839	421-516;186-349	1	Non-PRD proteins
ENSG00000091106	ENSP00000354159	Q9NPP4	PF05729;PF00619;PF17889	163-316;1-87;465-579	0	Viral-binding non-PRDs
ENSG00000179021	ENSP00000322469	Q5JPI3	PF15008	6-278	1	Non-PRD proteins
ENSG00000168872	ENSP00000306117	Q9NUU7	PF00271;PF00270	318-433;115-283	0	viral-binding PRDs
ENSG00000103423	ENSP00000262375	Q96EY1	PF00226;PF00684;PF01556	93-155;236-302;209-413	1	Viral-binding non-PRDs
ENSG00000165181	ENSP00000322108	Q5VXU9	PF17825	1-1444	0	Non-PRD proteins
ENSG00000140157	ENSP00000501373	A0A024R372	PF05653	8-302	1	Non-PRD proteins
ENSG00000196141	ENSP00000482515	Q9NUQ6	PF07139	59-368	1	Viral-binding non-PRDs
ENSG00000284292	ENSP00000491073	A0A1W2PNV4	PF00400;PF00400;PF00400;PF00400	42-80;133-170;374-412;464-502	0	PRD proteins
ENSG00000242221	ENSP00000385706	P11465	PF07686;PF13895;PF13927	38-139;241-320;148-221	0	Non-PRD proteins
ENSG00000182346	ENSP00000365103	P59103	PF15199	72-153	0	Non-PRD proteins
ENSG00000075213	ENSP00000265362	Q14563	PF01403	59-496	1	Non-PRD proteins
ENSG00000198315	ENSP00000402948	Q15776	PF02023;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	47-134;322-344;350-372;378-400;406-428;434-456;462-484;490-512;518-540;546-568;221-259	0	Non-PRD proteins
ENSG00000108691	ENSP00000225831	P13500	PF00048	32-90	0	Viral-binding non-PRDs
ENSG00000112290	ENSP00000376366	Q92558	PF02205	494-521	0	Viral-binding non-PRDs
ENSG00000283765	ENSP00000491227	A0A1W2PP11	PF01694	201-351	0	Non-PRD proteins
ENSG00000196693	ENSP00000352444	Q06732	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	329-351;357-379;385-407;413-435;441-463;469-491;497-519;525-547;553-575;581-603;609-631;637-659;665-687;693-715;721-743;749-771;11-52	0	Non-PRD proteins
ENSG00000261968	ENSP00000461030	A0A0G2JLE6	PF13885;PF13885;PF13885;PF13885	1-53;45-92;79-133;119-168	0	Non-PRD proteins
ENSG00000196715	ENSP00000497458	A0A3B3ISV4	PF07884	64-204	0	Viral-binding non-PRDs
ENSG00000166272	ENSP00000414721	Q9NX94	PF11669	22-123	0	Non-PRD proteins
ENSG00000273111	ENSP00000476510	Q6UWN0	PF00021	142-230	0	Non-PRD proteins
ENSG00000172020	ENSP00000377372	P17677	PF00612;PF06614;PF10580	32-52;67-238;2-31	1	Non-PRD proteins
ENSG00000121900	ENSP00000362562	Q969K7	PF12304	18-199	0	Non-PRD proteins
ENSG00000162441	ENSP00000383695	Q8WZA0	PF06384	113-188	1	Non-PRD proteins
ENSG00000152779	ENSP00000360855	Q6ZSM3	PF07690;PF07690	55-359;284-496	1	Non-PRD proteins
ENSG00000106686	ENSP00000418458	Q8N4H0	PF14909	7-131	0	Non-PRD proteins
ENSG00000099860	ENSP00000467490	K7EPQ8	PF01248	21-121	1	Non-PRD proteins
ENSG00000177156	ENSP00000321259	P37837	PF00923	24-326	0	Viral-binding non-PRDs
ENSG00000080007	ENSP00000359361	Q9NXZ2	PF00271;PF00270;PF00013	472-582;266-437;70-130	0	viral-binding PRDs
ENSG00000079112	ENSP00000027335	Q12864	PF00028;PF00028;PF00028;PF00028;PF00028	131-235;243-331;345-440;456-558;571-657	1	Non-PRD proteins
ENSG00000244020	ENSP00000476141	P0DM35	PF00131	1-61	0	Non-PRD proteins
ENSG00000185619	ENSP00000420489	Q3KNV8	PF16207;PF13923	172-236;16-55	1	Non-PRD proteins
ENSG00000170860	ENSP00000302160	P62310	PF01423	19-97	0	Viral-binding non-PRDs
ENSG00000180353	ENSP00000320176	P14317	PF00018;PF02218;PF02218;PF02218;PF02218	434-479;82-117;119-154;156-191;193-220	1	PRD proteins
ENSG00000167723	ENSP00000301365	Q8NET8	PF00520;PF00023;PF12796	438-689;261-294;123-245	0	PRD proteins
ENSG00000170634	ENSP00000475986	U3KQL2	PF00708	93-170	0	Non-PRD proteins
ENSG00000157349	ENSP00000455813	H3BQK0	PF00271;PF00270	324-439;121-289	0	viral-binding PRDs
ENSG00000181789	ENSP00000325002	Q9Y678	PF01602;PF08752;PF16381	23-539;611-759;761-873	1	Viral-binding non-PRDs
ENSG00000273559	ENSP00000478070	Q9NXE8	PF10197;PF12542	11-47;66-157	0	Viral-binding non-PRDs
ENSG00000178522	ENSP00000313809	Q9NP70	PF05111	5-447	0	Non-PRD proteins
ENSG00000198369	ENSP00000390595	C9JG63	PF00568;PF05210	20-134;321-430	1	PRD proteins
ENSG00000172208	ENSP00000485431	Q8NGF9	PF13853	23-297	0	Non-PRD proteins
ENSG00000186364	ENSP00000334437	P0C025	PF00293	90-234	0	Non-PRD proteins
ENSG00000100239	ENSP00000216061	O75170	PF04499;PF04499	128-365;362-532	1	Viral-binding non-PRDs
ENSG00000145107	ENSP00000395280	C9JCD5	PF05805	9-222	1	Non-PRD proteins
ENSG00000257529	ENSP00000386655	H7BZ11	PF00935	17-94	0	Non-PRD proteins
ENSG00000279408	ENSP00000485668	A0A096LPK9	PF13853	31-305	0	Non-PRD proteins
ENSG00000173818	ENSP00000429190	Q8N8Q3	PF04493	23-241	0	Viral-binding non-PRDs
ENSG00000115524	ENSP00000335321	O75533	PF08920	329-452	0	Viral-binding non-PRDs
ENSG00000057935	ENSP00000385823	Q9BTC8	PF00249;PF00320;PF01448;PF01426;PF17226	268-314;379-416;150-202;4-147;461-537	0	Viral-binding non-PRDs
ENSG00000196109	ENSP00000497897	A0A3B3ITU2	PF13465;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	579-604;257-279;285-307;313-335;341-363;369-391;397-419;425-447;453-475;481-503;509-531;3-44	0	Non-PRD proteins
ENSG00000150630	ENSP00000480043	P49767	PF00341;PF03128;PF03128;PF03128	131-211;283-295;308-319;331-343	1	Non-PRD proteins
ENSG00000186190	ENSP00000364643	P59826	PF01273;PF02886	36-209;254-475	0	Non-PRD proteins
ENSG00000163958	ENSP00000296326	Q8WVZ1	PF01529	108-232	0	PRD proteins
ENSG00000260314	ENSP00000455897	P22897	PF00059;PF00059;PF00059;PF00059;PF00059;PF00059;PF00059;PF00059;PF00652;PF00040	236-342;380-488;521-627;669-779;817-924;966-1081;1112-1214;1252-1357;23-118;168-209	0	Viral-binding non-PRDs
